Section,h[mm],b[mm],t[mm],ro[mm],ri[mm],d[mm],A[cm2],Iy[cm4],Iz[cm4],Ip[cm4],iy[mm],iz[mm],ip[mm],max Sy[cm3],max Sz[cm3],Wy[cm3],Wz[cm3],Ay[cm2],Az[cm2],It[cm4],"It,StVen[cm4]","It,Bredt[cm4]","It,s[cm4]",Wt[cm3],max ω[cm2],Iω[cm6],iω[mm],Wω[cm4],max Sω[cm4],"Wpl,y[cm3]","Wpl,z[cm3]","Wpl,y,webs[cm3]","Wpl,z,flanges[cm3]","αpl,y","αpl,z","Apl,y[cm2]","Apl,z[cm2]",Npl[kN],"Vpl,y[kN]","Vpl,z[kN]","Mpl,y[kNm]","Mpl,z[kNm]",Nu[kN],G[kg/m],Am[m2/m],V[cm3/m],Am/V[1/m],Acell[cm2]
RHS 120x80x6.3,120,80,6.3,9.4,6.3,94.8,23.2,440,230,670,43.6,31.5,53.8,22.74,17.02,73.3,57.6,7.01,13.03,487,3.03,483.97,19.5,93.03,4.61,159.88,4.9,34.71,6.75,90.97,68.21,28.31,20.16,1.241,1.184,9.29,14.33,544.824,125.993,194.374,21.38,16.03,544.824,18.2,0.384,2320,165.517,83.46
RHS 120x80x7.1,120,80,7.1,10.7,7.1,91.6,25.8,482,251,733,43.2,31.2,53.3,25.11,18.76,80.3,62.8,7.85,14.61,535,4.29,530.71,21.89,101.39,4.56,175.12,4.9,38.42,7.43,100.46,75.16,29.79,22.72,1.251,1.197,10.35,16.03,607.229,140.45,217.515,23.61,17.66,607.229,20.3,0.382,2580,148.062,81.87
RHS 120x80x8.0,120,80,8,12,8,88,28.8,525,273,798,42.7,30.8,52.6,27.65,20.61,87.5,68.1,8.8,16.32,587,6.05,580.95,24.54,110.01,4.5,190.78,4.9,42.42,8.14,110.59,82.53,30.98,25.6,1.264,1.212,11.52,17.92,675.607,156.3,243.134,25.99,19.4,675.607,22.6,0.379,2880,131.597,80.09
RHS 120x80x8.8,120,80,8.8,13.2,8.8,84.8,31.3,561,290,851,42.4,30.4,52.2,29.78,22.15,93.5,72.4,9.58,17.86,629,7.94,621.06,26.84,117.01,4.44,203.35,4.9,45.82,8.73,119.13,88.7,31.64,28.16,1.274,1.225,12.53,19.57,734.765,170.02,265.537,28,20.84,734.765,24.6,0.377,3130,120.447,78.51
RHS 120x80x10.0,120,80,10,15,10,80,34.9,609,313,922,41.8,29.9,51.4,32.68,24.32,102,78.1,10.76,20.1,688,11.43,676.57,30.17,126.39,4.34,219.76,4.9,50.63,9.55,131.12,97.28,32,32,1.285,1.246,14,22,820.636,189.948,298.49,30.81,22.86,820.636,27.4,0.374,3490,107.163,76.14
RHS 150x100x4.0,150,100,4,6,4,134,19.2,607,324,931,56.3,41.1,69.7,24.35,18.41,81,64.8,5.78,10.54,660,1.02,658.98,24.33,105.03,7.41,342.36,6.1,46.19,9.16,97.41,73.64,35.91,20,1.203,1.136,7.68,11.68,450.902,104.2,158.471,22.89,17.31,450.902,15.1,0.49,1920,255.208,140.02
RHS 150x100x5.0,150,100,5,7.5,5,130,23.7,739,392,1131,55.8,40.7,69.1,29.86,22.53,98.5,78.5,7.15,13.13,807,1.96,805.04,30.38,126.99,7.37,417.63,6.1,56.68,11.19,119.43,90.1,42.25,25,1.212,1.148,9.5,14.5,557.659,128.893,196.732,28.07,21.17,557.659,18.6,0.487,2370,205.485,137.54
RHS 150x100x5.6,150,100,5.6,9,5.6,127.6,26.4,814,431,1245,55.5,40.4,68.6,32.89,24.8,109,86.2,8.05,14.82,891,2.73,888.27,34.21,139.37,7.35,461.07,6.1,62.75,12.32,131.55,99.19,45.59,28,1.207,1.151,10.57,16.17,618.449,143.449,219.428,30.91,23.31,618.449,20.7,0.486,2640,184.091,135.98
RHS 150x100x6.3,150,100,6.3,9.4,6.3,124.8,29.5,898,474,1372,55.2,40.1,68.2,36.67,27.59,120,94.8,8.92,16.41,986,3.87,982.13,38.22,153.22,7.3,509.09,6.1,69.74,13.69,146.69,110.37,49.06,31.5,1.222,1.164,11.81,18.11,692.874,160.183,245.66,34.47,25.94,692.874,23.2,0.484,2950,164.068,134.31
RHS 150x100x7.1,150,100,7.1,10.7,7.1,121.6,32.9,990,520,1510,54.8,39.7,67.7,40.68,30.55,132,104,9.96,18.43,1090,5.48,1084.52,43,168.12,7.25,561.69,6.1,77.47,15.14,162.7,122.21,52.49,35.5,1.233,1.175,13.19,20.29,774.079,178.983,275.314,38.23,28.72,774.079,25.8,0.482,3290,146.505,132.32
RHS 150x100x8.0,150,100,8,12,8,118,36.8,1090,569,1659,54.4,39.4,67.2,45.01,33.68,145,114,11.15,20.76,1200,7.75,1192.25,48.33,183.82,7.19,617.41,6.1,85.89,16.69,180.04,134.96,55.7,40,1.242,1.184,14.72,22.72,863.607,199.717,308.259,42.31,31.72,863.607,28.9,0.479,3680,130.163,130.09
RHS 150x100x8.8,150,100,8.8,13.2,8.8,114.8,40.1,1170,610,1780,54,39,66.6,48.71,36.39,156,122,12.2,22.67,1300,10.21,1289.79,53.02,196.86,7.13,663.82,6.1,93.14,18.01,194.84,145.8,57.99,44,1.249,1.195,16.05,24.85,941.565,217.778,337.174,45.79,34.26,941.565,31.5,0.477,4010,118.953,128.11
